id,setId,type,correct,คำตอบที่คาด,ผลตรวจ,จำนวนชิ้นเฉลย,หมายเหตุ
gen-chap-05-function-q308,gen-chap-05-function,fill,'-1/4',-1/4,ไม่เจอเลย,26,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q309,gen-chap-05-function,fill,'$\\frac{x}{x^{2} - 4}$',$\frac{x}{x^{2} - 4}$,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q310,gen-chap-05-function,mc,2,$12$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q311,gen-chap-05-function,mc,2,$10$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q312,gen-chap-05-function,mc,1,"$\{x \mid x\ne 5,\ x\ne -3\}$",เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q313,gen-chap-05-function,mc,1,"$[-3,3]$",เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q314,gen-chap-05-function,fill,'$x^{2} + 2 x$',$x^{2} + 2 x$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q315,gen-chap-05-function,mc,3,$f^{-1}(x)=\dfrac{3x+4}{2x-1}$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q316,gen-chap-05-function,fill,'$\\left(x - 3\\right)^{2} + 2$',$\left(x - 3\right)^{2} + 2$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q317,gen-chap-05-function,mc,3,$\dfrac{x+10}{3}$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q318,gen-chap-05-function,fill,'$x^{2} + 2 x$',$x^{2} + 2 x$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q319,gen-chap-05-function,mc,0,$\sqrt{x^{2}+7}$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q320,gen-chap-05-function,mc,1,"$[1,5]$",เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q321,gen-chap-05-function,mc,1,"$(-\infty,1]\cup[3,\infty)$",เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q322,gen-chap-05-function,fill,'3/2',3/2,ไม่เจอเลย,27,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q323,gen-chap-05-function,mc,1,"$[\,1-\sqrt{7},\ 1+\sqrt{7}\,]$",เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q324,gen-chap-05-function,mc,0,"$\left(0,\ \dfrac{\sqrt{3}}{3}\right]$",เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q325,gen-chap-05-function,fill,'$x^{2} + x + 3$',$x^{2} + x + 3$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q326,gen-chap-05-function,mc,2,$\dfrac{3x-2}{x-1}$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q328,gen-chap-05-function,fill,'3',3,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q329,gen-chap-05-function,fill,'(x-2)/2',(x-2)/2,ไม่เจอเลย,30,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q330,gen-chap-05-function,mc,0,"$[0,4]$",เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q331,gen-chap-05-function,fill,'8',8,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q332,gen-chap-05-function,mc,3,$6$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q333,gen-chap-05-function,mc,3,$1$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q335,gen-chap-05-function,mc,0,$4$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q338,gen-chap-05-function,fill,'3',3,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q339,gen-chap-05-function,mc,1,$\dfrac{1}{3}$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q340,gen-chap-05-function,fill,'1/9',1/9,ไม่เจอเลย,26,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q341,gen-chap-05-function,mc,0,$513$,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q344,gen-chap-05-function,fill,'21',21,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q346,gen-chap-05-function,mc,2,$-1$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q348,gen-chap-05-function,mc,1,$1$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q349,gen-chap-05-function,fill,'7/4',7/4,ไม่เจอเลย,26,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q350,gen-chap-05-function,mc,2,$\dfrac{7}{6}$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q352,gen-chap-05-function,fill,'34',34,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q353,gen-chap-05-function,fill,'1/25',1/25,ไม่เจอเลย,33,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q354,gen-chap-05-function,fill,'-3',-3,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q355,gen-chap-05-function,mc,1,"$[-2,2)\cup(2,6]$",เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q358,gen-chap-05-function,mc,3,$1$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q359,gen-chap-05-function,fill,'1/3',1/3,ไม่เจอเลย,31,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q360,gen-chap-05-function,mc,0,"$[1,10]$",เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q361,gen-chap-05-function,mc,2,$4$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q362,gen-chap-05-function,fill,'-1',-1,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q364,gen-chap-05-function,mc,1,$-\dfrac23$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q366,gen-chap-05-function,mc,0,"$(-\infty,2]\cup[3,\infty)$",เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q367,gen-chap-05-function,fill,'15',15,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q368,gen-chap-05-function,mc,0,"$[-5,4]$",เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q369,gen-chap-05-function,fill,'(x+5)/2',(x+5)/2,ไม่เจอเลย,22,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q370,gen-chap-05-function,mc,0,$2x-3$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q371,gen-chap-05-function,mc,0,"$\{-1,0,3\}$",เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q372,gen-chap-05-function,mc,2,$y=x^2-4x$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q373,gen-chap-05-function,fill,'8',8,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q374,gen-chap-05-function,fill,'0',0,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q375,gen-chap-05-function,mc,1,$-4$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q376,gen-chap-05-function,fill,"'[0,5]'","[0,5]",เจอแต่ไม่อยู่ท้าย,37,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q377,gen-chap-05-function,mc,3,"$[-1,\infty)$",เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q378,gen-chap-05-function,mc,1,$2$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q379,gen-chap-05-function,fill,"'[-1,5]'","[-1,5]",เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q380,gen-chap-05-function,mc,3,$40$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q381,gen-chap-05-function,fill,'7',7,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q382,gen-chap-05-function,fill,'$x^{2} + 2 x + 1$',$x^{2} + 2 x + 1$,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q384,gen-chap-05-function,fill,"'[-3,4]'","[-3,4]",เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q385,gen-chap-05-function,mc,3,$-10$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q386,gen-chap-05-function,fill,'4',4,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q387,gen-chap-05-function,fill,'7',7,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q388,gen-chap-05-function,mc,0,$3$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q389,gen-chap-05-function,mc,2,"$\left\{\dfrac12,\dfrac72\right\}$",เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q390,gen-chap-05-function,fill,'7',7,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q391,gen-chap-05-function,mc,0,$17$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q392,gen-chap-05-function,mc,0,$-5x^2-1$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q393,gen-chap-05-function,fill,'(x-3)/2',(x-3)/2,ไม่เจอเลย,28,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-05-function-q394,gen-chap-05-function,fill,'1',1,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q395,gen-chap-05-function,fill,'$3 x - 1$',$3 x - 1$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q396,gen-chap-05-function,mc,2,$253$,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q397,gen-chap-05-function,fill,'$\\frac{3 x - 11}{x - 4}$',$\frac{3 x - 11}{x - 4}$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q398,gen-chap-05-function,mc,2,$3$,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q399,gen-chap-05-function,mc,3,$x=3$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q400,gen-chap-05-function,fill,'$- x^{2} + \\frac{2}{x^{2}}$',$- x^{2} + \frac{2}{x^{2}}$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-05-function-q401,gen-chap-05-function,fill,'8',8,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-09-vector-q001,gen-chap-09-vector,fill,'4',4,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-09-vector-q002,gen-chap-09-vector,mc,2,$4\overline{i}+2\overline{j}$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-09-vector-q004,gen-chap-09-vector,mc,1,$-3$,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-09-vector-q005,gen-chap-09-vector,mc,2,$\overline{p}=4\overline{i}+8\overline{j}$ และ $\overline{q}=4\overline{i}-2\ove,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q001,gen-chap-07-trigonometry,mc,3,$\dfrac{11}{5}$,เจอแต่ไม่อยู่ท้าย,65,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q002,gen-chap-07-trigonometry,mc,0,$-\dfrac{32}{25}$,เจอแต่ไม่อยู่ท้าย,63,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q003,gen-chap-07-trigonometry,mc,1,$6$ เมตร,เจอแต่ไม่อยู่ท้าย,65,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q005,gen-chap-07-trigonometry,mc,0,$-2$,เจอแต่ไม่อยู่ท้าย,53,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q007,gen-chap-07-trigonometry,mc,2,$\dfrac{4}{5}$,เจอแต่ไม่อยู่ท้าย,49,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q008,gen-chap-07-trigonometry,mc,0,"$\left(-\dfrac{12}{13},\ -\dfrac{5}{13}\right)$",เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q009,gen-chap-07-trigonometry,mc,2,$3 + 2\sqrt{2}$,เจอแต่ไม่อยู่ท้าย,50,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q010,gen-chap-07-trigonometry,mc,3,$\dfrac{24}{7}$,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q011,gen-chap-07-trigonometry,mc,2,$\dfrac{17}{13}$,เจอแต่ไม่อยู่ท้าย,43,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q012,gen-chap-07-trigonometry,mc,0,$-\sqrt{3} - 1$,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q014,gen-chap-07-trigonometry,mc,3,$\dfrac{3}{2}$,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q015,gen-chap-07-trigonometry,mc,0,$9$,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q016,gen-chap-07-trigonometry,mc,2,$\dfrac{\sqrt{3}}{2}$,เจอแต่ไม่อยู่ท้าย,40,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q017,gen-chap-07-trigonometry,mc,0,$-\dfrac{8}{15}$,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q019,gen-chap-07-trigonometry,mc,1,$8\sqrt{2}$,เจอแต่ไม่อยู่ท้าย,43,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q021,gen-chap-07-trigonometry,mc,0,$-\dfrac{7}{5}$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q022,gen-chap-07-trigonometry,mc,0,$-31$,เจอแต่ไม่อยู่ท้าย,46,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q023,gen-chap-07-trigonometry,mc,1,$\dfrac{2\pi}{3}$,เจอแต่ไม่อยู่ท้าย,50,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q026,gen-chap-07-trigonometry,mc,1,$y = 3\cos\left(x - \dfrac{\pi}{6}\right) - 2$,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q027,gen-chap-07-trigonometry,mc,2,$\dfrac{3\pi}{4}$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q028,gen-chap-07-trigonometry,mc,1,$\dfrac{2\pi}{3}$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q030,gen-chap-07-trigonometry,mc,2,$27\pi$,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q031,gen-chap-07-trigonometry,mc,3,$32$,เจอแต่ไม่อยู่ท้าย,47,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q032,gen-chap-07-trigonometry,mc,1,$\dfrac{3\pi}{2}$,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q033,gen-chap-07-trigonometry,mc,1,$6\pi$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q034,gen-chap-07-trigonometry,mc,2,$\dfrac{20}{3}$,เจอแต่ไม่อยู่ท้าย,50,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q035,gen-chap-07-trigonometry,mc,0,$-\dfrac{17}{13}$,เจอแต่ไม่อยู่ท้าย,52,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q037,gen-chap-07-trigonometry,mc,1,$16$,เจอแต่ไม่อยู่ท้าย,51,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q038,gen-chap-07-trigonometry,mc,3,$4$,เจอแต่ไม่อยู่ท้าย,48,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q040,gen-chap-07-trigonometry,mc,0,$\dfrac{\pi}{12}$,เจอแต่ไม่อยู่ท้าย,54,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q042,gen-chap-07-trigonometry,mc,0,$\dfrac{3}{5}$,เจอแต่ไม่อยู่ท้าย,55,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q045,gen-chap-07-trigonometry,mc,3,จตุภาคที่ $4$,เจอแต่ไม่อยู่ท้าย,48,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q046,gen-chap-07-trigonometry,mc,0,$\tan 2 < \cot 2 < \cos 2 < \sin 2$,ไม่เจอเลย,57,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-07-trigonometry-q047,gen-chap-07-trigonometry,mc,2,$\dfrac{16}{3}$ นาที,เจอแต่ไม่อยู่ท้าย,64,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q048,gen-chap-07-trigonometry,mc,3,"$\left(\dfrac{2\pi}{3},\ \dfrac{7\pi}{6}\right)$",เจอแต่ไม่อยู่ท้าย,48,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q049,gen-chap-07-trigonometry,mc,3,$\dfrac{1 + \sqrt{2}}{2}$,เจอแต่ไม่อยู่ท้าย,52,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q050,gen-chap-07-trigonometry,mc,3,$\dfrac{9\pi^2}{8}$,เจอแต่ไม่อยู่ท้าย,57,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q051,gen-chap-07-trigonometry,mc,0,$c < a < b < d$,ไม่เจอเลย,57,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-07-trigonometry-q052,gen-chap-07-trigonometry,mc,3,"$[\,1-\sqrt{2},\ 1+\sqrt{2}\,]$",เจอแต่ไม่อยู่ท้าย,53,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q053,gen-chap-07-trigonometry,mc,1,$18$,เจอแต่ไม่อยู่ท้าย,64,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q054,gen-chap-07-trigonometry,mc,2,$\dfrac{21\sqrt{3}}{4}$ ตารางหน่วย,เจอแต่ไม่อยู่ท้าย,60,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q056,gen-chap-07-trigonometry,mc,1,$-\dfrac{7}{25}$,เจอแต่ไม่อยู่ท้าย,56,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-07-trigonometry-q059,gen-chap-07-trigonometry,mc,1,"$\{-1,\ 1\}$",เจอแต่ไม่อยู่ท้าย,62,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
